ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2014-11-21T19:00:00+01:00;101740;0.0;5;120;1.0;282.85;281.15;89;12000.0;2;1;1;90.0;2;3500.0;30;23;12;100650.0;;;;280.45;;285.55;;;;;;2.1;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1102.0;3100.0;;2.0;3;4500.0;7.0;0;6000.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;9.700000000000045;7.300000000000011;;12.400000000000034;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;11
07149;2014-11-13T01:00:00+01:00;101000;140.0;3;170;1.5;279.35;278.15;92;11000.0;0;;;;;;;;;99900.0;;;;;;;;;;;;2.1;-10.0;;0.0;;;0.0;0.0;0.0;;;710.0;1102.0;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;6.2000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;11
07149;2014-12-19T22:00:00+01:00;102660;280.0;1;320;3.5;281.75;277.75;76;43940.0;1;2;2;90.0;7;;35;;;101550.0;;;430.0;;;;;;;;5.7;5.7;-10.0;1;0.0;;;0.0;0.0;1.2;2.6;2.6;;;;;7.0;6;1200.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;8.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2014-12-24T16:00:00+01:00;102200;-70.0;5;220;5.5;282.95;281.75;92;3000.0;51;5;2;100.0;8;;37;;;101100.0;;;-250.0;;;;;;;;9.0;10.3;-10.0;0;0.0;;;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;5.0;7;210.0;6.0;7;270.0;8.0;6;400.0;;;;48.716833, 2.384333;ORLY;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Bruine;Bruine, sans congélation, continue, faible au moment de l’observation;9.800000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2014-12-28T04:00:00+01:00;101010;320.0;3;10;5.8;274.35;271.15;79;15000.0;22;7;6;90.0;7;;35;;;99890.0;;;510.0;;;;;;;;10.7;12.8;-10.0;1;0.0;;;-0.1;-0.1;-0.1;0.4;1.0;;;;;5.0;6;540.0;7.0;6;930.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Neige, ou pluie et neige mêlées;Neige;1.2000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2014-12-30T10:00:00+01:00;104110;60.0;1;270;2.7;273.45;272.75;95;280.0;45;0;0;101.0;9;;;;;102950.0;;;150.0;;;;;;;;3.3;3.3;-10.0;5;0.0;;;0.0;0.0;0.0;0.0;-0.1;;;;;0.0;0;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Brouillard ou brouillard glacé, ciel invisible, sans changement appréciable au cours de l’heure précédente;0.30000000000001137;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2014-12-17T19:00:00+01:00;101330;270.0;2;290;3.1;284.55;283.45;93;20000.0;20;5;2;100.0;8;;35;;;100250.0;;;-490.0;279.45;;284.75;;;;;4.7;6.1;-10.0;2;0.0;;;0.2;0.2;1.0;6.5;11.5;;;;;6.0;7;290.0;7.0;6;470.0;;;;;;;48.716833, 2.384333;ORLY;En hausse;Bruine;Bruine (ne se congelant pas) ou neige en grains;11.400000000000034;6.300000000000011;;11.600000000000023;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;12
07149;2014-04-25T11:00:00+02:00;100950;20.0;3;190;2.6;287.35;286.05;92;4000.0;10;6;2;100.0;6;250.0;35;27;60;99880.0;;;;;;;;;;;;3.6;-10.0;;;0.0;-30.0;0.0;2.0;;;;710.0;1104.0;3100.0;;5.0;7;210.0;5.0;6;360.0;7.0;3;3000.0;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Brume;14.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2014-04-24T08:00:00+02:00;101980;-10.0;5;310;1.0;285.15;281.95;81;13000.0;2;1;1;90.0;7;1750.0;35;61;60;100890.0;;;;284.65;;289.75;;283.15;;;;3.6;-10.0;0;0.0;0.0;-60.0;0.0;0.0;;0.0;0.0;710.0;1104.0;3100.0;;2.0;6;1500.0;7.0;6;1800.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;12.0;11.5;;16.600000000000023;;10.0;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2014-11-15T19:00:00+01:00;100160;10.0;2;150;2.6;282.65;281.45;92;35000.0;80;8;6;90.0;4;800.0;38;20;11;99080.0;;;;282.45;;286.15;;;;;;4.6;-10.0;;;0.0;-60.0;0.0;0.0;;0.0;;710.0;1105.0;3100.0;;3.0;8;660.0;4.0;6;930.0;7.0;0;7500.0;;;;48.716833, 2.384333;ORLY;En hausse;Averse(s);Averse(s) de pluie, faible(s);9.5;9.300000000000011;;13.0;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;11
