ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2018-01-02T01:00:00+01:00;101370;330.0;1;270;4.3;279.95;276.75;80;17110.0;80;8;6;90.0;7;800.0;32;;;100270.0;;;590.0;;;;;;;;6.9;10.0;-10.0;2;0.0;0.0;-60.0;0.2;0.2;0.2;2.8;10.3;;;;;5.0;8;830.0;3.0;8;1200.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Averse(s);Averse(s) de pluie, faible(s);6.800000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2018-01-03T10:00:00+01:00;100540;530.0;1;270;7.7;280.75;276.75;76;21570.0;25;8;6;75.0;4;1250.0;39;25;10;99450.0;;;-1220.0;;;;;;;;11.6;28.2;-10.0;2;0.0;0.0;-30.0;0.2;1.4;5.3;5.3;5.9;;;;;5.0;6;1600.0;5.0;3;3000.0;2.0;9;1200.0;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Averse(s);Averse(s) de pluie;7.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2018-01-05T19:00:00+01:00;100220;140.0;3;210;1.5;280.85;277.45;79;30000.0;1;2;2;90.0;3;3200.0;30;23;12;99130.0;;;-20.0;280.85;;283.75;;;;;2.5;4.6;-10.0;1;0.0;0.0;-60.0;0.0;0.0;-0.1;-0.1;5.5;;;;;3.0;3;3200.0;7.0;0;6800.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;7.7000000000000455;7.7000000000000455;;10.600000000000023;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;1
07149;2018-02-28T01:00:00+01:00;101720;-60.0;8;70;2.5;265.65;259.65;62;12000.0;2;0;0;0.0;0;;30;20;10;100550.0;;;-600.0;;;;;;;;3.2;3.7;-10.0;4;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;-0.1;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;-7.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-26T16:00:00+01:00;102350;-130.0;6;60;10.0;272.65;259.05;35;35000.0;1;0;0;10.0;1;1750.0;31;20;10;101210.0;;;110.0;;;;;;;;14.7;15.7;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;1.0;8;1800.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;-0.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-02T19:00:00+01:00;101120;120.0;3;300;3.7;278.15;274.85;79;20000.0;1;2;2;90.0;7;800.0;38;;;100010.0;;;380.0;275.45;;280.95;;;;;5.3;9.2;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.2;0.2;0.2;;;;;3.0;8;700.0;5.0;6;1200.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;5.0;2.3000000000000114;;7.800000000000011;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-03T10:00:00+01:00;100970;-60.0;8;180;1.4;275.85;274.55;91;20000.0;2;2;2;90.0;7;2250.0;35;;;99860.0;;;-80.0;;;;;;;;2.0;3.2;-10.0;1;0.0;0.0;-30.0;0.0;0.0;-0.1;-0.1;0.2;;;;;7.0;6;2100.0;;;;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;2.7000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-05T13:00:00+01:00;102090;-110.0;7;30;6.1;272.95;271.85;92;3000.0;71;7;7;100.0;7;250.0;38;;;100950.0;;;110.0;;;;;;;;8.8;9.6;-10.0;0;0.0;0.0;-60.0;-0.1;-0.1;-0.1;-0.1;-0.1;;;;;7.0;7;230.0;1.0;8;510.0;;;;;;;48.716833, 2.384333;ORLY;En baisse;Neige, ou pluie et neige mêlées;Chute continue de flocons de neige, faible au moment de l’observation;-0.19999999999998863;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-05T16:00:00+01:00;101890;-190.0;6;40;5.3;274.05;272.55;90;8200.0;1;2;2;90.0;7;450.0;35;;;100760.0;;;-180.0;;;;;;;;8.8;8.8;-10.0;11;0.0;0.0;-30.0;0.0;0.6;0.6;0.6;0.6;;;;;6.0;6;400.0;7.0;6;600.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;0.9000000000000341;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2018-02-06T04:00:00+01:00;101340;-210.0;6;30;4.4;273.65;272.95;95;2270.0;71;7;7;100.0;8;150.0;37;;;100210.0;;;-940.0;;;;;;;;6.2;6.8;-10.0;13;0.01;0.01;-30.0;-0.1;0.2;0.8;1.0;1.6;;;;;8.0;7;180.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Neige, ou pluie et neige mêlées;Chute continue de flocons de neige, faible au moment de l’observation;0.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
