ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2016-03-31T17:00:00+02:00;101120;90.0;3;20;6.3;279.25;277.55;89;7170.0;61;6;6;100.0;8;450.0;38;;;100020.0;;;-100.0;;;;;;;;10.2;12.3;-10.0;2;0.0;0.0;-30.0;2.1;11.3;18.0;27.3;27.7;;;;;2.0;8;300.0;7.0;6;560.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;6.100000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2016-04-04T23:00:00+02:00;100510;80.0;1;230;1.2;285.75;279.75;67;25000.0;3;2;2;90.0;7;1250.0;35;;;99440.0;;;-30.0;;;;;;;;2.0;5.5;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;3.2;;;;;7.0;6;1380.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;12.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2016-03-29T23:00:00+02:00;101010;40.0;3;210;5.2;283.65;281.55;87;31260.0;3;2;2;90.0;5;450.0;38;20;11;99930.0;;;430.0;;;;;;;;9.8;9.8;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.8;3.4;3.4;;;;;1.0;8;500.0;6.0;6;1500.0;7.0;0;6000.0;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;10.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2016-03-30T02:00:00+02:00;101040;30.0;0;230;3.4;283.25;281.55;89;20000.0;1;2;2;100.0;3;2250.0;35;23;;99960.0;;;250.0;;;;;;;;5.3;6.7;-10.0;2;0.0;0.0;-60.0;0.0;0.8;0.8;4.2;4.2;;;;;3.0;6;2200.0;7.0;3;4400.0;7.0;3;4400.0;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;10.100000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2016-04-09T14:00:00+02:00;100610;-170.0;8;200;7.1;286.45;277.55;55;27560.0;0;2;2;100.0;5;1250.0;;;;99540.0;;;-720.0;;;;;;;;11.3;11.3;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;5.0;;1170.0;5.0;;1440.0;8.0;;1800.0;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.300000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2016-04-10T17:00:00+02:00;100460;-190.0;6;100;7.5;289.65;280.35;54;25000.0;1;0;0;40.0;3;1250.0;31;20;10;99410.0;;;-100.0;;;;;;;;10.2;12.1;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;1.2;;;;;3.0;8;1350.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;16.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2016-04-13T11:00:00+02:00;100800;50.0;3;180;3.1;286.55;281.85;73;49470.0;0;0;0;75.0;6;800.0;;;;99730.0;;;-180.0;;;;;;;;4.7;5.1;-10.0;0;0.0;;;0.2;0.2;0.8;0.8;1.6;;;;;6.0;;600.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;13.400000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2016-03-20T10:00:00+01:00;102220;90.0;1;50;4.7;278.05;273.25;71;12000.0;2;2;2;100.0;8;800.0;35;;;101100.0;;;-70.0;;;;;;;;6.3;9.4;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;8.0;6;730.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;4.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2016-03-23T13:00:00+01:00;101550;40.0;1;20;5.2;282.35;275.85;64;18000.0;1;2;2;90.0;7;800.0;35;;;100460.0;;;-30.0;;;;;;;;8.2;11.6;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;7.0;6;960.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;9.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2016-05-24T17:00:00+02:00;101750;-150.0;6;60;5.1;286.35;280.75;69;30000.0;2;1;1;90.0;7;800.0;38;61;60;100670.0;;;;;;;;;;;;8.2;-10.0;;;;;0.0;0.0;;;;;;;;3.0;8;960.0;7.0;6;1080.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;État du ciel inchangé dans l’ensemble;13.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;5
07149;2016-05-29T05:00:00+02:00;100700;-80.0;8;330;2.8;288.55;287.05;91;3200.0;1;2;2;100.0;6;450.0;35;27;;99640.0;;;-640.0;;;;;;;;4.2;4.6;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;6.3;;;;;6.0;6;400.0;7.0;3;4200.0;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;15.400000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;5
07149;2016-06-01T17:00:00+02:00;101700;-20.0;7;350;3.5;289.85;287.45;86;7000.0;2;2;2;100.0;8;450.0;35;;;100640.0;;;640.0;;;;;;;;5.3;7.8;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;1.4;;;;;7.0;6;330.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;16.700000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;6
07149;2016-06-03T14:00:00+02:00;101480;0.0;0;330;3.2;285.45;283.65;89;12000.0;1;6;2;100.0;7;450.0;35;;;100400.0;;;70.0;;;;;;;;5.1;6.7;-10.0;1;0.0;0.0;-60.0;-0.1;-0.1;-0.1;0.2;1.4;;;;;7.0;6;300.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Pluie;Dans l’ensemble, nuages se dissipant ou devenant moins épais;12.300000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;6
07149;2016-07-03T20:00:00+02:00;102120;-80.0;7;190;2.8;288.85;288.25;96;6000.0;51;6;5;100.0;8;150.0;37;;;101050.0;;;110.0;287.15;;291.35;;;;;4.7;6.3;-10.0;2;0.0;0.0;-60.0;0.2;0.2;0.2;0.2;0.2;;;;;8.0;7;180.0;8.0;6;800.0;;;;;;;48.716833, 2.384333;ORLY;En baisse;Pluie;Bruine, sans congélation, continue, faible au moment de l’observation;15.700000000000045;14.0;;18.200000000000045;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;7
