ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2017-03-12T13:00:00+01:00;101240;-40.0;7;20;2.7;288.95;276.35;43;15000.0;2;2;2;75.0;2;4500.0;30;23;11;100170.0;;;-610.0;;;;;;;;5.2;5.5;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;2.0;3;4500.0;6.0;0;8000.0;;;;;;;48.716833, 2.384333;ORLY;En baisse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;15.800000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2017-03-22T04:00:00+01:00;101270;-190.0;6;170;2.8;277.65;275.85;88;25350.0;3;1;1;50.0;4;250.0;36;20;10;100160.0;;;150.0;;;;;;;;4.4;4.6;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.2;;;;;4.0;7;220.0;1.0;6;1300.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Nuages en formation ou en train de se développer;4.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2017-03-23T19:00:00+01:00;101240;250.0;3;160;3.3;283.65;281.05;84;25000.0;61;6;2;100.0;7;800.0;38;;;100150.0;;;380.0;278.75;;286.25;;;;;5.0;7.4;-10.0;1;0.0;0.0;-60.0;0.2;0.2;0.8;0.8;0.8;;;;;2.0;8;600.0;7.0;6;900.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Pluie;Pluie, sans congélation, continue, faible au moment de l’observation;10.5;5.600000000000023;;13.100000000000023;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2017-02-19T22:00:00+01:00;102560;20.0;0;270;1.6;281.75;277.95;77;18000.0;1;2;2;100.0;8;1250.0;35;;;101450.0;;;-30.0;;;;;;;;2.3;6.2;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;6.0;6;1110.0;7.0;6;2280.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis en baisse la pression atmosphérique est la même ou plus haute que trois heures auparavant;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;8.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2017-02-27T16:00:00+01:00;99650;-160.0;5;250;9.2;281.55;278.15;79;6000.0;80;8;6;90.0;7;800.0;39;;;98570.0;;;-1730.0;;;;;;;;14.6;20.5;-10.0;2;0.0;0.0;-30.0;0.6;7.9;8.5;8.5;8.5;;;;;7.0;6;1400.0;3.0;9;700.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis en hausse, la pression atmosphérique est la même ou plus basse que trois heures auparavant;Averse(s);Averse(s) de pluie, faible(s);8.400000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2017-03-05T19:00:00+01:00;100150;400.0;1;270;7.7;281.25;275.05;65;15000.0;3;1;1;75.0;3;800.0;39;23;13;99070.0;;;540.0;277.25;;284.05;;;;;12.6;12.6;-10.0;2;0.0;0.0;-60.0;0.0;-0.1;2.6;7.8;7.8;;;;;3.0;3;3500.0;5.0;0;7800.0;3.0;9;900.0;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant une partie de la période considérée et couvrant la moitié du ciel, ou moins, pendant l’autre partie;Nuages en formation ou en train de se développer;8.100000000000023;4.100000000000023;;10.900000000000034;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2017-03-09T13:00:00+01:00;102390;100.0;1;260;5.0;286.65;283.45;81;28150.0;2;2;2;100.0;7;450.0;35;;;101300.0;;;490.0;;;;;;;;7.5;7.6;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;0.6;;;;;7.0;6;400.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;13.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;3
07149;2017-02-17T13:00:00+01:00;102980;-30.0;8;290;1.8;283.15;279.65;79;8000.0;1;2;2;75.0;6;450.0;38;20;10;101870.0;;;-170.0;;;;;;;;2.7;3.2;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;1.2;;;;;4.0;8;300.0;5.0;6;450.0;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;10.0;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2017-02-13T10:00:00+01:00;102110;120.0;3;100;3.9;276.85;272.05;71;12000.0;2;2;2;60.0;0;8000.0;30;20;11;100990.0;;;100.0;;;;;;;;6.7;7.5;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.4;;;;;5.0;0;8000.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;3.7000000000000455;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
07149;2017-02-14T22:00:00+01:00;102870;90.0;1;140;0.5;282.15;277.35;72;10640.0;3;2;2;90.0;7;1750.0;35;;;101760.0;;;890.0;;;;;;;;1.1;3.1;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.6;0.8;;;;;1.0;6;1500.0;7.0;6;1950.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;9.0;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;2
