ID OMM station;Date;Pression au niveau mer;Variation de pression en 3 heures;Type de tendance barométrique;Direction du vent moyen 10 mn;Vitesse du vent moyen 10 mn;Température;Point de rosée;Humidité;Visibilité horizontale;Temps présent;Temps passé 1;Temps passé 2;Nebulosité totale;Nébulosité  des nuages de l' étage inférieur;Hauteur de la base des nuages de l'étage inférieur;Type des nuages de l'étage inférieur;Type des nuages de l'étage moyen;Type des nuages de l'étage supérieur;Pression station;Niveau barométrique;Géopotentiel;Variation de pression en 24 heures;Température minimale sur 12 heures;Température minimale sur 24 heures;Température maximale sur 12 heures;Température maximale sur 24 heures;Température minimale du sol sur 12 heures;Méthode de mesure Température du thermomètre mouillé;Température du thermomètre mouillé;Rafale sur les 10 dernières minutes;Rafales sur une période;Periode de mesure de la rafale;Etat du sol;Hauteur totale de la couche de neige, glace, autre au sol;Hauteur de la neige fraîche;Periode de mesure de la neige fraiche;Précipitations dans la dernière heure;Précipitations dans les 3 dernières heures;Précipitations dans les 6 dernières heures;Précipitations dans les 12 dernières heures;Précipitations dans les 24 dernières heures;Phénomène spécial 1;Phénomène spécial 2;Phénomène spécial 3;Phénomène spécial 4;Nébulosité couche nuageuse 1;Type nuage 1;Hauteur de base 1;Nébulosité couche nuageuse 2;Type nuage 2;Hauteur de base 2;Nébulosité couche nuageuse 3;Type nuage 3;Hauteur de base 3;Nébulosité couche nuageuse 4;Type nuage 4;Hauteur de base 4;Coordonnees;Nom;Type de tendance barométrique;Temps passé 1;Temps présent;Température (°C);Température minimale sur 12 heures (°C);Température minimale sur 24 heures (°C);Température maximale sur 12 heures (°C);Température maximale sur 24 heures (°C);Température minimale du sol sur 12 heures (en °C);Latitude;Longitude;Altitude;communes (name);communes (code);EPCI (name);EPCI (code);department (name);department (code);region (name);region (code);mois_de_l_annee
07149;2022-04-24T14:00:00+02:00;100320;150.0;2;340;3.5;289.75;280.95;56;18000.0;3;2;2;90.0;7;1250.0;38;;;99270.0;;;650.0;;;;;;;;8.6;11.9;-10.0;0;0.0;0.0;-60.0;0.0;0.0;0.0;0.0;0.0;;;;;4.0;8;1250.0;7.0;6;1860.0;;;;;;;48.716833, 2.384333;ORLY;En hausse;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;16.600000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;4
07149;2022-10-07T17:00:00+02:00;102090;-240.0;6;250;2.4;292.65;280.35;45;30420.0;2;0;0;40.0;1;1750.0;35;20;11;101030.0;;;-980.0;;;;;;;;4.5;4.8;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.2;0.2;;;;;1.0;6;1600.0;3.0;0;8000.0;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;19.5;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-08T23:00:00+02:00;102560;50.0;1;50;1.4;284.25;278.15;66;19920.0;2;0;0;0.0;0;;30;20;10;101460.0;;;380.0;;;;;;;;2.4;2.4;-10.0;0;0.0;0.0;-30.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;11.100000000000023;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-10T05:00:00+02:00;101440;-50.0;6;110;1.2;281.95;281.35;96;15350.0;0;;;;5;1750.0;;;;100350.0;;;-870.0;;;;;;;;1.5;1.5;-10.0;0;0.0;;;0.2;0.2;0.2;0.2;0.2;;;;;5.0;;1680.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse, puis stationnaire, ou en baisse, puis en baisse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;8.800000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-11T05:00:00+02:00;102460;40.0;1;20;3.8;284.15;281.05;81;32860.0;0;;;;3;450.0;;;;101360.0;;;1010.0;;;;;;;;5.8;7.0;-10.0;0;0.0;;;0.0;0.0;0.0;0.0;0.0;;;;;3.0;;480.0;;;;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;;On n’a pas observé d’évolution des nuages ou on n’a pas pu suivre cette évolution;11.0;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-13T11:00:00+02:00;102010;70.0;3;220;3.7;287.05;284.05;82;35000.0;3;2;2;100.0;1;800.0;35;27;;100930.0;;;-440.0;;;;;;;;5.9;6.1;-10.0;0;0.0;0.0;-30.0;0.0;-0.1;-0.1;-0.1;-0.1;;;;;1.0;6;900.0;7.0;3;2410.0;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Nuages en formation ou en train de se développer;13.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-14T14:00:00+02:00;101300;-170.0;8;190;2.5;287.35;286.75;96;4260.0;58;6;6;100.0;8;150.0;38;;;100230.0;;;-620.0;;;;;;;;3.8;6.1;-10.0;2;0.0;0.0;-60.0;0.6;1.6;2.2;2.2;4.4;;;;;6.0;7;180.0;6.0;6;500.0;8.0;6;1100.0;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;Pluie;Bruine et pluie, faibles;14.200000000000045;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-16T11:00:00+02:00;101560;140.0;1;170;2.2;288.95;287.85;93;35290.0;1;2;2;90.0;5;250.0;36;27;;100490.0;;;700.0;;;;;;;;3.1;4.5;-10.0;1;0.0;0.0;-30.0;0.0;0.0;0.0;0.4;0.4;;;;;5.0;7;270.0;6.0;3;4500.0;;;;;;;48.716833, 2.384333;ORLY;En hausse, puis stationnaire, ou en hausse, puis en hausse plus lente;Nuages couvrant plus de la moitié du ciel pendant toute la période considérée;Dans l’ensemble, nuages se dissipant ou devenant moins épais;15.800000000000011;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-20T05:00:00+02:00;101150;-120.0;8;250;6.5;291.05;288.35;84;21290.0;60;;;100.0;8;3240.0;;;;100100.0;;;-1030.0;;;;;;;;9.7;13.4;-10.0;;0.0;;;-0.1;-0.1;0.2;0.2;0.2;;;;;8.0;;3240.0;;8;;;;;;;;48.716833, 2.384333;ORLY;Stationnaire ou en hausse, puis en baisse, ou en baisse, puis en baisse plus rapide;;Pluie, sans congélation, intermittente, faible au moment de l’observation;17.900000000000034;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
07149;2022-10-24T02:00:00+02:00;100740;150.0;3;200;5.3;289.95;284.45;70;30000.0;2;0;0;10.0;0;8000.0;30;20;11;99680.0;;;-410.0;;;;;;;;9.1;11.9;-10.0;1;0.0;0.0;-60.0;0.0;0.0;0.0;-0.1;-0.1;;;;;1.0;0;8000.0;;;;;;;;;;48.716833, 2.384333;ORLY;En baisse ou stationnaire, puis en hausse, ou en hausse, puis en hausse plus rapide;Nuages ne couvrant pas plus de la moitié du ciel pendant toute la période considérée;État du ciel inchangé dans l’ensemble;16.80000000000001;;;;;;48.716833;2.384333;89;Athis-Mons;91027;Métropole du Grand Paris;200054781;Essonne;91;Île-de-France;11;10
